CAMMENU_0EV,‫0EV‬
COU_INVALID_OPERATION_REMOTE,‫لايمكن تنفيذ العملية بواسطة‬
COU_INVALID_OPERATION_REMOTE_2,‫وحدة التحكم عن بعد‬
COU_INVALID_OPERATION_TVOUT,‫لايمكن تنفيذ العملية أثناء‬
COU_INVALID_OPERATION_TVOUT_2,‫خرج التلفزيون‬
COU_LENSCAPOFF,‫ إنزع غطاء العدسة وأدر القدرة‬
COU_LENSCAPOFF_2,‫ إلى وضع الإيقاف والتشغيل مرة أخرى‬
COU_LENSCOVER_OPEN,‫افتح غطاء العدسة للتصوير‬
COU_LENSCOVER_OPEN_2,‫‬
COU_LOWINK,‫حبر منخفض‬
COU_LOWINK_2,‫‬
COU_MACRO_INVALID,‫التسجيل المقرب غير ممكن‬
COU_MACRO_INVALID_2,‫‬
COU_MEDIAERROR_INTERNALMEMORY,‫خطأ في الذاكرة الداخلية‬
COU_MEDIAERROR_INTERNALMEMORY_2,‫‬
COU_METERING_INVALID,‫ عمليات وضع القياس‬
COU_METERING_INVALID_2,‫ غير متاحة‬
COU_MSR_NOTUSEFUNCTION,‫الوظيفة غير مدعمة مع‬
COU_MSR_NOTUSEFUNCTION_2,‫Memory Stick هذا‬
COU_MS_ERROR,‫أعد ادخال Memory Stick‬
COU_MS_ERROR_2,‫‬
COU_MS_LOCKED,‫Memory Stick مقفل‬
COU_MS_LOCKED_2,‫‬
COU_MS_TYPEERROR,‫خطأ في نوع Memory Stick‬
COU_MS_TYPEERROR_2,‫‬
COU_NOBATTERY,‫مستوى البطارية منخفض‬
COU_NOIMAGE,‫لاتوجد صور‬
COU_NOIMAGE_2,‫‬
COU_NOIMAGE_PLAY,‫لم يتم نقل بعض الصور‬
COU_NOIMAGE_PLAY_2,‫صيغة لايتم التعرف عليها.‬
COU_NOINK,‫لايوجد حبر‬
COU_NOINK_2,‫‬
COU_NOMS,‫لايوجد Memory Stick‬
COU_NOMS_2,‫‬
COU_NOPAPER,‫لايوجد ورق‬
COU_NOPAPER_2,‫‬
COU_NOSOFTWAREFILE,‫لايوجد ملف برنامج‬
COU_NOSOFTWAREFILE_2,‫‬
COU_NOSPACE_INTERNALMEMORY,‫لاتوجد مساحة ذاكرة في الذاكرة‬
COU_NOSPACE_INTERNALMEMORY_2,‫الداخلية‬
COU_NOSPACE_MS,‫لاتوجد مساحة ذاكرة في‬
COU_NOSPACE_MS_2,‫Memory Stick‬
COU_NOT_SELECTED_FAV,‫لم يتم إختيار مفضلات‬
COU_NOT_SELECTED_FAV_2,‫‬
COU_NOT_SELECTED_IMAGES,‫لم يتم إختيار صورة‬
COU_NOT_SELECTED_IMAGES_2,‫‬
COU_NOT_SELECTED_SHARE,‫لم يتم إختيار علامة اشتراك‬
COU_NOT_SELECTED_SHARE_2,‫‬
COU_PAPERERROR,‫خطأ في الورق‬
COU_PAPERERROR_2,‫‬
COU_PASSLOCK_CODE_MISS,‫شفرة إعادة ضبط غير صحيحة‬
COU_PASSLOCK_CODE_MISS_2,‫‬
COU_PASSLOCK_PASS_MISS,‫كلمة سر غير صحيحة‬
COU_PASSLOCK_PASS_MISS_2,‫‬
COU_POWEROFFON,‫أعد التشغيل مرة أخرى‬
COU_POWEROFFON_2,‫‬
COU_PRINTERBUSY,‫الطابعة مشغولة‬
COU_PRINTERBUSY_2,‫‬
COU_PRINTERERROR,‫خطأ في الطابعة‬
COU_PRINTERERROR_2,‫‬
COU_READONLYMEMORY,‫ذاكرة للقراءة فقط‬
COU_READONLYMEMORY_2,‫‬
COU_READONLY_FOLDER,‫مجلد قراءة فقط‬
COU_READONLY_FOLDER_2,‫‬
COU_REDEYE_DETECTED,‫لم يتم تحديد عين حمراء‬
COU_REDEYE_DETECTED_2,‫‬
COU_SCRNTOUCH_INVALID,‫شاشة اللمس لاتعمل في هذه المنطقة‬
COU_SCRNTOUCH_INVALID_2,‫‬
COU_SELFTIMER_INVALID,‫مؤقت ذاتي لايعمل‬
COU_SELFTIMER_INVALID_2,‫‬
COU_SMILESHUTTER_AUTOONLY,‫ غالق خاص بالإبتسامة متاح فقط‬
COU_SMILESHUTTER_AUTOONLY_2,‫ عند ضبط وضع تسجيل الى "تلقائي"‬
COU_SYSTEMERROR,‫توجد مشكلة فى النظام‬
COU_SYSTEMERROR_2,‫‬
COU_TARGET_DETECTED,‫لايمكن تحديد الوجه من أجل إعادة اللمس‬
COU_TARGET_DETECTED_2,‫‬
COU_TARGET_NOIMAGE,‫لاتوجد صور ثابتة‬
COU_TARGET_NOIMAGE_2,‫‬
COU_ZOOM_INVALID,‫زوم غير متاح‬
COU_ZOOM_INVALID_2,‫‬
DUMMY,‫‬
GUIDE_BUTTON,‫لمس الزر الذي ترغب في استخدامه‬
GUIDE_CENTER,‫لمس النقطة لوضعها في المركز‬
GUIDE_CHANGEFOCUS,‫تغيير موضع التركيز البؤري باللمس‬
GUIDE_CHOOSEFOCUS,‫ إختيار موضع التركيز البؤري باللمس‬
GUIDE_DEMO_BACKLIGHT,‫تم تحديد إضاءة خلفية‬
GUIDE_DEMO_BACKLIGHTPORTRAIT,‫تم تحديد إضاءة خلفية وأشخاص‬
GUIDE_DEMO_LANDSCAPE,‫تم تحديد منظر طبيعي‬
GUIDE_DEMO_MACRO,‫تم تحديد هدف قريب للغاية‬
GUIDE_DEMO_PORTRAIT,‫تم تحديد أشخاص‬
GUIDE_DEMO_TRIPOD,‫تم تحديد الشفق وحامل ثلاثي الأرجل‬
GUIDE_DEMO_TWILIGHT,‫تم تحديد الشفق‬
GUIDE_DEMO_TWILIGHTPORTRAIT,‫تم تحديد الشفق وأشخاص‬
GUIDE_EFFECTLEVEL,‫ إختيار مستوى التأثير‬
GUIDE_EXIT_TOUCH,‫خروج عند لمس الشاشة LCD‬
GUIDE_LIGHTBEAM_LEVEL,‫ إختيار مستوى شعاع الضوء‬
GUIDE_RANGE,‫ إختيار نطاق التأثير‬
GUIDE_RESIZE,‫تمت عملية تغيير الحجم‬
GUIDE_RETOUCH_COMPLETE,‫تمت عملية التهذيب‬
GUIDE_RETRO_LIGHT,‫ إختيار مدى السطوع‬
GUIDE_ROTATEIMG,‫لمس الصورة التي سيتم تدويرها‬
GUIDE_SAVESIZE,‫ إختيار الحجم الذي سيحفظ‬
GUIDE_SELECTFACE,‫ إختيار الوجه باللمس‬
GUIDE_SELECTFAV,‫ إختر مجلد المفضلات‬
GUIDE_SMILEDEMO_START,‫ إختر أيقونة الابتسامة للبدء‬
GUIDE_SMILESHUTTER_EXIT,‫ إختر أيقونة الابتسامة للخروج‬
GUIDE_STARTIMG,‫ إختر صورة بدء عرض الصور المستمر‬
GUIDE_TOUCHFAV,‫ إلمس مجلد المفضلات‬
GUIDE_TOUCHIMG,‫ إختر الصورة‬
GUIDE_ZOOMIN_TOUCH,‫المس نقطة محددة تريد تقريبها‬
GUIDE_ZOOMIN_TOUCHED,‫تقريب نقطة محددة‬
HOME,‫HOME‬
HOME_CAM,‫تصوير‬
HOME_CAM_GUIDE2,‫تصوير صور أو أفلام‬
HOME_CAM_GUIDE2_2,‫‬
HOME_COMMUNICATION,‫ إتصال‬
HOME_ETC_BGMTOOL,‫أدوات الموسيقى‬
HOME_ETC_BGMTOOL_GUIDE2,‫تحكم في موسيقى عرض الصور‬
HOME_ETC_BGMTOOL_GUIDE2_2,‫المستمر‬
HOME_ETC_PRINT_GUIDE2,‫طبع الصور‬
HOME_ETC_PRINT_GUIDE2_2,‫‬
HOME_MEMORY,‫تحكم في الذاكرة‬
HOME_MEMORY_GUIDE2,‫تحكم في وسط التسجيل‬
HOME_MEMORY_GUIDE2_2,‫‬
HOME_MEMORY_INTERNALMEMORYTOOL,‫أداة ذاكرة داخل‬
HOME_MEMORY_MEMORYSTICKTOOL,‫أدوات  Memory Stick‬
HOME_MEMORY_MEMORYTOOL,‫أدوات الذاكرة‬
HOME_NETWORK,‫شبكة‬
HOME_NETWORK_GUIDE,‫توصيل الى الشبكة‬
HOME_NETWORK_GUIDE_2,‫‬
HOME_PLAY,‫ عرض الصور‬
HOME_PLAY1,‫ عرض الصور 1‬
HOME_PLAY2,‫ عرض الصور 2‬
HOME_PLAY_INDEX_GUIDE2,‫ عرض صور متعددة‬
HOME_PLAY_INDEX_GUIDE2_2,‫‬
HOME_PLAY_NORMAL_GUIDE2,‫ عرض صورة واحدة‬
HOME_PLAY_NORMAL_GUIDE2_2,‫‬
HOME_PLAY_SLIDESHOW_GUIDE2,‫ عرض تلقائي بمصاحبة‬
HOME_PLAY_SLIDESHOW_GUIDE2_2,‫ موسيقى ومؤثرات‬
HOME_PRINT,‫طباعة‬
HOME_SCENESELECTION,‫اختيار منظر‬
HOME_SCRAPBOOK,‫سجل القصاصات‬
HOME_SCRAPBOOK_GUIDE,‫ عمل سجل قصاصات تلقائيا‬
HOME_SCRAPBOOK_GUIDE_2,‫‬
HOME_SETTINGS,‫اعدادات‬
HOME_SET_CAM,‫ إعدادات التصوير‬
HOME_SET_CAM_GUIDE2,‫ضبط إعدادات التصوير‬
HOME_SET_CAM_GUIDE2_2,‫‬
HOME_SET_CLOCK,‫تهيئات الساعة‬
HOME_SET_CLOCK_GUIDE2,‫ضبط التاريخ والوقت‬
HOME_SET_CLOCK_GUIDE2_2,‫‬
HOME_SET_LANGUAGE,‫Language Setting‬
HOME_SET_LANGUAGE_CHANGE_GUIDE,‫Change Language‬
HOME_SET_LANGUAGE_CHANGE_GUIDE_2,‫‬
HOME_SET_LANGUAGE_GUIDE2,‫Change Language‬
HOME_SET_LANGUAGE_GUIDE2_2,‫‬
HOME_SET_MAIN,‫ إعدادات رئيسية‬
HOME_SET_MAIN_GUIDE2,‫ضبط الاعدادات الرئيسية‬
HOME_SET_MAIN_GUIDE2_2,‫‬
HOME_SLIDESHOW,‫ عرض صورمستمر‬
HOME_VIEW_DATE,‫ عرض التاريخ‬
HOME_VIEW_DATE_GUIDE2,‫ عرض صور بتاريخ تسجيلها‬
HOME_VIEW_DATE_GUIDE2_2,‫‬
HOME_VIEW_EVENT,‫ عرض الحدث‬
HOME_VIEW_EVENT_GUIDE,‫تصنيف الصور تلقائيا الى‬
HOME_VIEW_EVENT_GUIDE_2,‫مجموعات من أجل العرض‬
HOME_VIEW_FAV,‫مفضلات‬
HOME_VIEW_FAV_GUIDE2,‫ عرض صور في مفضلات‬
HOME_VIEW_FAV_GUIDE2_2,‫‬
HOME_VIEW_FOLDER,‫ عرض مجلد‬
HOME_VIEW_FOLDER_GUIDE2,‫ عرض صور في مجلد DCF‬
HOME_VIEW_FOLDER_GUIDE2_2,‫‬
KEY_FLASH_AUTO_GUIDE,‫فلاش تلقائي‬
KEY_FLASH_AUTO_GUIDE_2,‫استخدام فلاش تلقائي‬
KEY_FLASH_OFF,‫ إيقاف تشغيل الفلاش‬
KEY_FLASH_OFF_GUIDE,‫ إيقاف تشغيل الفلاش‬
KEY_FLASH_OFF_GUIDE_2,‫بدون فلاش‬
KEY_FLASH_ON,‫تشغيل الفلاش‬
KEY_FLASH_ON_GUIDE,‫تشغيل الفلاش‬
KEY_FLASH_ON_GUIDE_2,‫يتم استخدام الفلاش دائما‬
KEY_FLASH_SYNCHRO_GUIDE,‫الحفاظ على الأهداف والخلفيات‬
KEY_FLASH_SYNCHRO_GUIDE_2,‫البعيدة ساطعة‬
KEY_MACRO_AUTO_GUIDE,‫تركيز بؤري تلقائي من تقريب‬
KEY_MACRO_AUTO_GUIDE_2,‫الى مالانهاية‬
KEY_MACRO_NEAR,‫تشغيل التكبير‬
KEY_MACRO_NEAR_GUIDE,‫تركيز بؤري مع الأولوية على‬
KEY_MACRO_NEAR_GUIDE_2,‫أهداف قريبة جدا‬
KEY_MAGNIFY_ON,‫تم تشغيل التركيز البؤري المقرب‬
KEY_MAGNIFY_ON_GUIDE,‫تم تشغيل التركيز البؤري المقرب‬
KEY_MAGNIFY_ON_GUIDE_2,‫من أجل التقريب الشديد‬
KEY_SELFTIMER_10_GUIDE,‫تصوير بعد مرور 10 ثوان من ضغط‬
KEY_SELFTIMER_10_GUIDE_2,‫زر الغالق‬
KEY_SELFTIMER_2_GUIDE,‫تصوير بعد مرور ثانيتين من ضغط‬
KEY_SELFTIMER_2_GUIDE_2,‫زر الغالق‬
KEY_SELFTIMER_OFF_GUIDE,‫ إيقاف تشغيل المؤقت الذاتي‬
KEY_SELFTIMER_OFF_GUIDE_2,‫‬
MSG_ACCESSING,‫الوصول…‬
MSG_AVI_MAKING,‫يجري الآن انشاء‌ملف‌جديد‬
MSG_CAPTURING,‫يتم الآن الإلتقاط…‬
MSG_CLOSEEYE_DETECT,‫تم تحديد عين ترمش‬
MSG_CONFIRM_UPDATE,‫ إختر OK من أجل التحديث‬
MSG_CONFIRM_UPDATE_2,‫‬
MSG_CONNECTING,‫توصيل…‬
MSG_CONNECTING_MASSSTORAGE,‫توصيل الى Mass Storage…‬
MSG_CONNECTING_MASSSTORAGE_2,‫‬
MSG_CONNECTING_NETWORK,‫توصيل الى الشبكة…‬
MSG_CONNECTING_PICTBRIDGE,‫التوصيل إلى جهاز PictBridge…‬
MSG_CONNECTING_PICTBRIDGE_2,‫‬
MSG_CONNECTING_PTPMTP,‫توصيل الى  PTP/MTP…‬
MSG_CONNECTING_PTPMTP_2,‫‬
MSG_CONNECT_PC,‫توصيل لكمبيوتر‬
MSG_CONNECT_PC_2,‫‬
MSG_CONNECT_PICTBRIDGE,‫قم بالتوصيل لجهاز PictBridge‬
MSG_CONNECT_PICTBRIDGE_2,‫‬
MSG_COPY,‫نسخ كل بيانات‬
MSG_COPYING,‫يتم الآن النسخ…‬
MSG_COPYING_2,‫‬
MSG_COPY_2,‫الذكرة الداخلية‬
MSG_CREATING_RECFOLDER,‫يتم الآن عمل مجلد تسجيل‬
MSG_CURRENTVERSION,‫الاصدار الحالي‬
MSG_ENTRY_OVER,‫حدث تجاوز للحد الأقصى لعدد الصور‬
MSG_ENTRY_OVER_2,‫‬
MSG_EXITTING_NETWORK,‫ غلق الشبكة…‬
MSG_FORMATTING_BGM,‫يتم الآن تهيئة موسيقى…‬
MSG_FORMATTING_BGM_2,‫‬
MSG_FORMATTING_INTERNALMEMORY,‫يتم الآن تهيئة الذاكرة الداخلية‬
MSG_FORMATTING_INTERNALMEMORY_2,‫‬
MSG_FORMATTING_MS,‫يتم الآن تهيئة Memory Stick…‬
MSG_FORMATTING_MS_2,‫‬
MSG_FORMAT_BGM,‫سيتم حذف جميع ملفات الموسيقى‬
MSG_FORMAT_BGM_2,‫‬
MSG_FORMAT_INTERNALMEMORY,‫مسح كل بيانات الذاكرة الداخلية‬
MSG_FORMAT_INTERNALMEMORY_2,‫‬
MSG_FORMAT_MS,‫سيتم مسح جميع البيانات‬
MSG_FORMAT_MS_2,‫الموجودة في Memory Stick‬
MSG_FORWARDING,‫يتم الآن نقل البيانات…‬
MSG_HOUSING,‫تم تغيير عملية التشغيل‬
MSG_INITIALIZE_ALLSETTINGS,‫اعادة الضبط الى الاعدادات المسبقة‬
MSG_INITIALIZE_ALLSETTINGS_2,‫‬
MSG_NEWVERSION,‫اصدار جديد‬
MSG_NOTTURNOFF,‫لاتوقف التشغيل‬
MSG_PASSLOCK_PASS_CANCEL,‫تم إلغاء إعداد كلمة السر‬
MSG_PASSLOCK_PASS_CANCEL_2,‫‬
MSG_PASSLOCK_PASS_RESET,‫تم إعادة ضبط كلمة السر‬
MSG_PASSLOCK_PASS_RESET_2,‫‬
MSG_PASSLOCK_PASS_RESET_MODE,‫وضع إعادة ضبط كلمة السر‬
MSG_PASSLOCK_PASS_RESET_MODE_2,‫‬
MSG_PASSLOCK_PASS_SET,‫تم ضبط كلمة السر‬
MSG_PASSLOCK_PASS_SET_2,‫‬
MSG_PRINTING,‫تتم الطباعة…‬
MSG_PROCESSING,‫يتم الآن التنفيذ…‬
MSG_RECORDING,‫تتم الآن عملية التسجيل…‬
MSG_RECORD_MS,‫تسجيل على  Memory Stick‬
MSG_RECOVER,‫استعادة البيانات‬
MSG_RECOVERINGFILE,‫استعادة ملف معاملة الصورة…‬
MSG_RECOVERINGFILE_2,‫‬
MSG_RECOVER_2,‫‬
MSG_SEE_SOFTWAREUPDATE_INST,‫راجع "إرشادات تحديث البرنامج"‬
MSG_SEE_SOFTWAREUPDATE_INST_2,‫‬
MSG_SMILEDEMO_GUIDE,‫يتم التقاط الابتسامة تلقائيا‬
MSG_SMILEDEMO_PROCESSING,‫ غالق خاص بالابتسامة في عرض ايضاحي‬
MSG_SMILESHUTTER_PROCESSING,‫جاري تحديد إبتسامة‬
MSG_SMILE_END1,‫ عدد الصور‬
MSG_SOFTWAREUPDATE,‫تحديث البرنامج‬
MSG_SOFTWAREUPDATE_2,‫‬
MSG_STARTING_NETWORK,‫بدء تشغيل الشبكة…‬
MSG_START_BROWSER,‫بدء تشغيل متصفح شبكة الانترنت…‬
MSG_TOUCH_X_CENTER,‫المس منتصف العلامة "×"‬
MSG_TVOUT,‫يحدث تقدم في خرج التلفزيون…‬
MSG_USBMENU,‫تشغيل [MENU]‬
PASSLOCK_PASS_CLEAR,‫ إدخال شفرة إعادة الضبط‬
PASSLOCK_PASS_INPUT,‫ إدخال كلمة السر‬
PASSLOCK_PASS_REINPUT,‫أعادة إدخال كلمة السر‬
PASSLOCK_PASS_SET,‫ضبط كلمة السر‬
PBMENU_ALBUM_GUIDE,‫ عودة الى الألبوم‬
PBMENU_ALBUM_GUIDE_2,‫‬
PBMENU_BACKGROUND,‫الخلفية‬
PBMENU_BLOG_GUIDE,‫تقليل حجم الصورة‬
PBMENU_BLOG_GUIDE_2,‫وحفظها كصورة جديدة‬
PBMENU_DATEALL,‫جميع الصور في نطاق التاريخ‬
PBMENU_DATEALL_CLEAR,‫حذف الكل في نطاق التاريخ‬
PBMENU_DATEALL_ENTRY,‫ إضافة الكل في نطاق التاريخ‬
PBMENU_DATEALL_SET,‫ضبط الكل في نطاق التاريخ‬
PBMENU_DATELIST,‫قائمة التاريخ‬
PBMENU_DATELIST_GUIDE,‫ إختيار تاريخ للعرض‬
PBMENU_DATELIST_GUIDE_2,‫‬
PBMENU_DELETE,‫حذف‬
PBMENU_DELETE_ALL_GUIDE,‫ إحذف جميع الصور‬
PBMENU_DELETE_ALL_GUIDE_2,‫في هذا المجلد‬
PBMENU_DELETE_DATEALL_GUIDE,‫حذف جميع الصور في‬
PBMENU_DELETE_DATEALL_GUIDE_2,‫نطاق التاريخ هذا‬
PBMENU_DELETE_EVENTALL_GUIDE,‫حذف جميع الصور في هذا الحدث‬
PBMENU_DELETE_EVENTALL_GUIDE_2,‫‬
PBMENU_DELETE_SELECT_GUIDE,‫حذف صور متعددة مختارة‬
PBMENU_DELETE_SELECT_GUIDE_2,‫‬
PBMENU_DELETE_SINGLE_GUIDE,‫حذف الصورة‬
PBMENU_DELETE_SINGLE_GUIDE_2,‫‬
PBMENU_DPOF,‫DPOF‬
PBMENU_DPOF_ALL_CLEAR_GUIDE,‫محو علامات أمر الطباعة‬
PBMENU_DPOF_ALL_CLEAR_GUIDE_2,‫من أجل جميع الصور في المجلد‬
PBMENU_DPOF_ALL_SET_GUIDE,‫ إضافة علامات أمر الطباعة‬
PBMENU_DPOF_ALL_SET_GUIDE_2,‫من أجل جميع الصور في المجلد‬
PBMENU_DPOF_DATEALL_CLEAR_GUIDE,‫محو علامات أمر الطباعة على‬
PBMENU_DPOF_DATEALL_CLEAR_GUIDE_2,‫جميع الصور في نطاق التاريخ هذا‬
PBMENU_DPOF_DATEALL_SET_GUIDE,‫ إضافة علامات أمر الطباعة‬
PBMENU_DPOF_DATEALL_SET_GUIDE_2,‫لجميع الصور في نطاق التاريخ هذا‬
PBMENU_DPOF_EVENTALL_CLEAR_GUIDE,‫محو علامات أمر الطباعة على‬
PBMENU_DPOF_EVENTALL_CLEAR_GUIDE_2,‫جميع الصور في هذا الحدث‬
PBMENU_DPOF_EVENTALL_SET_GUIDE,‫ إضافة علامات أمر الطباعة على‬
PBMENU_DPOF_EVENTALL_SET_GUIDE_2,‫جميع الصور في هذا الحدث‬
PBMENU_DPOF_FAVALL_CLEAR_GUIDE,‫محو علامات أمر الطباعة على‬
PBMENU_DPOF_FAVALL_CLEAR_GUIDE_2,‫جميع الصور في هذه المجموعة‬
PBMENU_DPOF_FAVALL_SET_GUIDE,‫ إضافة علامات أمر الطباعة على‬
PBMENU_DPOF_FAVALL_SET_GUIDE_2,‫جميع الصور في هذه المجموعة‬
PBMENU_DPOF_SELECT_GUIDE,‫اضافة/حذف علامات طلب الطباعة‬
PBMENU_DPOF_SELECT_GUIDE_2,‫ على صور متعددة مختارة‬
PBMENU_DPOF_SINGLE_GUIDE,‫اضافة/حذف علامات طلب الطباعة‬
PBMENU_DPOF_SINGLE_GUIDE_2,‫ على الصورة المختارة‬
PBMENU_EDIT,‫ إعادة اللمس‬
PBMENU_EDIT_BLOG_EMAIL,‫بريد الكتروني /Blog‬
PBMENU_EDIT_BW,‫لون جزئي‬
PBMENU_EDIT_BW_GUIDE,‫ إحاطة نقطة مختارة في لون أحادي‬
PBMENU_EDIT_BW_GUIDE_2,‫‬
PBMENU_EDIT_CROSS,‫فلتر نجمي‬
PBMENU_EDIT_CROSS_GUIDE,‫ إضافة مؤثر نجمي لإضاءة‬
PBMENU_EDIT_CROSS_GUIDE_2,‫نقاط في الصورة‬
PBMENU_EDIT_FISHEYE,‫ عدسة عين السمكة‬
PBMENU_EDIT_FISHEYE_GUIDE,‫تطبيق مؤثر عين السمكة‬
PBMENU_EDIT_FISHEYE_GUIDE_2,‫حول نقطة مختارة‬
PBMENU_EDIT_HDTV,‫HDTV‬
PBMENU_EDIT_RADIATION,‫ضبابية شعاعية‬
PBMENU_EDIT_RADIATION_GUIDE,‫تطبيق ضبابية شعاعية حول‬
PBMENU_EDIT_RADIATION_GUIDE_2,‫نقطة مختارة في الصورة‬
PBMENU_EDIT_REDEYE,‫تصحيح العين الحمراء‬
PBMENU_EDIT_REDEYE_GUIDE,‫حذف العين الحمراء التي‬
PBMENU_EDIT_REDEYE_GUIDE_2,‫سببها الفلاش‬
PBMENU_EDIT_RETRO2,‫ماضي‬
PBMENU_EDIT_RETRO2_GUIDE,‫ضبابية واعتام الأطراف‬
PBMENU_EDIT_RETRO2_GUIDE_2,‫من أجل تأثير الحنين‬
PBMENU_EDIT_SHARPFOUCS,‫زيادة حدة الصورة‬
PBMENU_EDIT_SHARPFOUCS_GUIDE,‫زيادة حدة الصورة حول نقطة مختارة‬
PBMENU_EDIT_SHARPFOUCS_GUIDE_2,‫لزيادة حدتها‬
PBMENU_EDIT_SMILE,‫ابتسامات‬
PBMENU_EDIT_SMILE_GUIDE,‫تعديل أوجه الناس‬
PBMENU_EDIT_SMILE_GUIDE_2,‫لكي يظهروا كمبتسمين‬
PBMENU_EDIT_SOFTFOUCS,‫تركيز بؤري سلس‬
PBMENU_EDIT_SOFTFOUCS_GUIDE,‫ضبابية الاطراف حول نقطة مختارة‬
PBMENU_EDIT_SOFTFOUCS_GUIDE_2,‫‬
PBMENU_EDIT_TRIMMING,‫تهذيب‬
PBMENU_EDIT_TRIMMING_GUIDE,‫قطع الصور لحذف‬
PBMENU_EDIT_TRIMMING_GUIDE_2,‫الأجزاء غير الضرورية‬
PBMENU_EVENTALL,‫الكل في الحدث‬
PBMENU_EVENTALL_CLEAR,‫حذف جميع الصور في هذا الحدث‬
PBMENU_EVENTALL_ENTRY,‫ إضافة الكل في الحدث‬
PBMENU_EVENTALL_SET,‫ضبط جميع الصور في هذا الحدث‬
PBMENU_EVENTLIST,‫قائمة الحدث‬
PBMENU_EVENTLIST_GUIDE,‫ إختيار حدث لعرضه‬
PBMENU_EVENTLIST_GUIDE_2,‫‬
PBMENU_FAV,‫مفضلات‬
PBMENU_FAV1,‫مفضلات 1‬
PBMENU_FAV2,‫مفضلات 2‬
PBMENU_FAV3,‫مفضلات 3‬
PBMENU_FAV4,‫مفضلات 4‬
PBMENU_FAV5,‫مفضلات 5‬
PBMENU_FAV6,‫مفضلات 6‬
PBMENU_FAVALL,‫الكل في المفضلات‬
PBMENU_FAVALL_CLEAR,‫حذف الكل في المفضلات‬
PBMENU_FAVALL_ENTRY,‫ إضافة الكل في المفضلات‬
PBMENU_FAVALL_SET,‫ضبط الكل في هذه المجموعة‬
PBMENU_FAV_ALL_CLEAR_GUIDE,‫حذف جميع الصور من المفضلات‬
PBMENU_FAV_ALL_CLEAR_GUIDE_2,‫‬
PBMENU_FAV_CLEAR,‫حذف المفضلات‬
PBMENU_FAV_CLEAR_DATEALL_GUIDE,‫حذف جميع الصور في نطاق‬
PBMENU_FAV_CLEAR_DATEALL_GUIDE_2,‫التاريخ هذا من المفضلات‬
PBMENU_FAV_CLEAR_EVENTALL_GUIDE,‫حذف جميع الصور في هذا الحدث‬
PBMENU_FAV_CLEAR_EVENTALL_GUIDE_2,‫من المفضلات‬
PBMENU_FAV_ENTRY,‫ إضافة الى المفضلات‬
PBMENU_FAV_ENTRY_DATEALL_GUIDE,‫ إضافة جميع الصور في نطاق‬
PBMENU_FAV_ENTRY_DATEALL_GUIDE_2,‫التاريخ هذا إلى المفضلات‬
PBMENU_FAV_ENTRY_EVENTALL_GUIDE,‫ إضافة جميع الصور في هذا‬
PBMENU_FAV_ENTRY_EVENTALL_GUIDE_2,‫الحدث الى المفضلات‬
PBMENU_FAV_SELECT_GUIDE,‫اضافة/حذف الصور المختارة‬
PBMENU_FAV_SELECT_GUIDE_2,‫الى/من المفضلات‬
PBMENU_FAV_SET,‫اضافة/حذف المفضلات‬
PBMENU_FAV_SINGLE_GUIDE,‫اضافة/حذف هذه الصورة‬
PBMENU_FAV_SINGLE_GUIDE_2,‫الى/من المفضلات‬
PBMENU_FOLDERALL,‫الكل في هذا المجلد‬
PBMENU_FOLDERALL_CLEAR,‫حذف الكل في هذا المجلد‬
PBMENU_FOLDERALL_ENTRY,‫ إضافة الكل في المجلد‬
PBMENU_FOLDERALL_SET,‫ إختيار الكل في هذا المجلد‬
PBMENU_FOLDERJUMP,‫ إختيار المجلد‬
PBMENU_FRAME,‫ إطار‬
PBMENU_HDTV_GUIDE,‫قطع الصورة الى حجم 16:9‬
PBMENU_HDTV_GUIDE_2,‫وحفظها كصورة جديدة‬
PBMENU_IMAGESAVE,‫حفظ كصورة‬
PBMENU_MULTIPLEIMAGES,‫صور متعددة‬
PBMENU_MULTIPLEPAGESAVE,‫ إختيار صفحات وحفظها‬
PBMENU_MULTIRESIZE,‫تغيير حجم متعدد الأغراض‬
PBMENU_PAGESAVE,‫حفظ هذه الصفحة‬
PBMENU_PAINT,‫تلوين‬
PBMENU_PAINT_GUIDE,‫ إضافة تلوين, طابع أو إطار‬
PBMENU_PAINT_GUIDE_2,‫ إلى الصورة‬
PBMENU_PBFOLDER_GUIDE,‫ إختيار مجلد للعرض‬
PBMENU_PBFOLDER_GUIDE_2,‫‬
PBMENU_PRINT_ALL_GUIDE,‫طباعة جميع الصور في المجلد‬
PBMENU_PRINT_ALL_GUIDE_2,‫‬
PBMENU_PRINT_DATEALL_GUIDE,‫طباعة جميع الصور‬
PBMENU_PRINT_DATEALL_GUIDE_2,‫في نطاق التاريخ هذا‬
PBMENU_PRINT_EVENTALL_GUIDE,‫طباعة جميع الصور في هذا الحدث‬
PBMENU_PRINT_EVENTALL_GUIDE_2,‫‬
PBMENU_PRINT_FAVALL_GUIDE,‫طباعة جميع الصور‬
PBMENU_PRINT_FAVALL_GUIDE_2,‫في مجموعة المفضلات هذه‬
PBMENU_PRINT_SELECT_GUIDE,‫طبع صور متعددة مختارة‬
PBMENU_PRINT_SELECT_GUIDE_2,‫‬
PBMENU_PRINT_SINGLE_GUIDE,‫طبع صور‬
PBMENU_PRINT_SINGLE_GUIDE_2,‫‬
