CAMMENU_0EV,‫0EV‬
COU_INVALID_OPERATION_NGFILE_2,‫ غیرپشتیبانی شده اجرا شود‬
COU_INVALID_OPERATION_PICTBRIDGE,‫ عملکرد نمی تواند هنگام استفاده از یک‬
COU_INVALID_OPERATION_PICTBRIDGE_2,‫PictBridge اجرا شود اتصال‬
COU_INVALID_OPERATION_REMOTE,‫ عملکرد نمی تواند توسط کنترل از راه دور‬
COU_INVALID_OPERATION_REMOTE_2,‫اجرا شود‬
COU_INVALID_OPERATION_TVOUT,‫ عملکرد نمی تواند در خلال خروجی تلویزیون‬
COU_INVALID_OPERATION_TVOUT_2,‫اجرا شود‬
COU_LENSCAPOFF,‫درپوش لنز را برداشته و‬
COU_LENSCAPOFF_2,‫دوربین را خاموش و دوباره روشن کنید‬
COU_LENSCOVER_OPEN,‫درپوش لنز را برای تصویربرداری باز کنید‬
COU_LENSCOVER_OPEN_2,‫‬
COU_LOWINK,‫جوهر کم است‬
COU_LOWINK_2,‫‬
COU_MACRO_INVALID,‫ماکرو نا معتبر است‬
COU_MACRO_INVALID_2,‫‬
COU_MEDIAERROR_INTERNALMEMORY,‫خطای حافظه داخلی‬
COU_MEDIAERROR_INTERNALMEMORY_2,‫‬
COU_METERING_INVALID,‫ عملکردهای وضعیت اندازه گیری‬
COU_METERING_INVALID_2,‫قابل دسترس نمی باشند‬
COU_MSR_NOTUSEFUNCTION,‫کارکرد با این Memory Stick‬
COU_MSR_NOTUSEFUNCTION_2,‫پشتیبانی نمی شود‬
COU_MS_ERROR,‫Memory Stick رادوباره جا دهید‬
COU_MS_ERROR_2,‫‬
COU_MS_LOCKED,‫Memory Stick قفل شده‬
COU_MS_LOCKED_2,‫‬
COU_MS_TYPEERROR,‫خطای نوع Memory Stick‬
COU_MS_TYPEERROR_2,‫‬
COU_NOBATTERY,‫باطری کافی نیست‬
COU_NOIMAGE,‫بدون تصاویر‬
COU_NOIMAGE_2,‫‬
COU_NOIMAGE_PLAY,‫برخی از تصویر ها انتقال داده نشدند‬
COU_NOIMAGE_PLAY_2,‫فرمت غیرقابل تشخیص.‬
COU_NOINK,‫جوهر موجود نیست‬
COU_NOINK_2,‫‬
COU_NOMS,‫بدون Memory Stick‬
COU_NOMS_2,‫‬
COU_NOPAPER,‫کاغذ موجود نیست‬
COU_NOPAPER_2,‫‬
COU_NOSOFTWAREFILE,‫بدون فایل نرم افزار‬
COU_NOSOFTWAREFILE_2,‫‬
COU_NOSPACE_INTERNALMEMORY,‫حافظه داخلی جا ندارد‬
COU_NOSPACE_INTERNALMEMORY_2,‫‬
COU_NOSPACE_MS,‫بدون فضای حافظه در‬
COU_NOSPACE_MS_2,‫Memory Stick‬
COU_NOT_SELECTED_FAV,‫برگزیده ها انتخاب نشده اند‬
COU_NOT_SELECTED_FAV_2,‫‬
COU_NOT_SELECTED_IMAGES,‫تصویری انتخاب نشده‬
COU_NOT_SELECTED_IMAGES_2,‫‬
COU_NOT_SELECTED_SHARE,‫ علامت تسهیمی انتخاب نشده است‬
COU_NOT_SELECTED_SHARE_2,‫‬
COU_PAPERERROR,‫خطای کاغذ‬
COU_PAPERERROR_2,‫‬
COU_PASSLOCK_CODE_MISS,‫کد بازنشانی نادرست‬
COU_PASSLOCK_CODE_MISS_2,‫‬
COU_PASSLOCK_PASS_MISS,‫رمز عبور نادرست‬
COU_PASSLOCK_PASS_MISS_2,‫‬
COU_POWEROFFON,‫خاموش کرده و دوباره روشن کنید‬
COU_POWEROFFON_2,‫‬
COU_PRINTERBUSY,‫چاپگر مشغول‬
COU_PRINTERBUSY_2,‫‬
COU_PRINTERERROR,‫خطای چاپگر‬
COU_PRINTERERROR_2,‫‬
COU_READONLYMEMORY,‫حافظه فقط قابل خواندن‬
COU_READONLYMEMORY_2,‫‬
COU_READONLY_FOLDER,‫پرونده فقط قابل خواندن‬
COU_READONLY_FOLDER_2,‫‬
COU_REDEYE_DETECTED,‫هیج چشم قرمزی تشخیص داده نشد‬
COU_REDEYE_DETECTED_2,‫‬
COU_SCRNTOUCH_INVALID,‫صفحه لمسی در این ناحیه غیرفعال است‬
COU_SCRNTOUCH_INVALID_2,‫‬
COU_SELFTIMER_INVALID,‫تایمر خودکار غیرمعتبر است‬
COU_SELFTIMER_INVALID_2,‫‬
COU_SMILESHUTTER_AUTOONLY,‫دیافراگم لبخند فقط هنگامی در دسترس است‬
COU_SMILESHUTTER_AUTOONLY_2,‫که وضعیت ضبط برروی "خودکار" تعیین شود‬
COU_SYSTEMERROR,‫خطای سیستم‬
COU_SYSTEMERROR_2,‫‬
COU_TARGET_DETECTED,‫قادر به تشخیص چهره برای روتوش نمی باشد‬
COU_TARGET_DETECTED_2,‫‬
COU_TARGET_NOIMAGE,‫بدون تصاویر ساکن‬
COU_TARGET_NOIMAGE_2,‫‬
COU_ZOOM_INVALID,‫بزرگنمایی غیرفعال شده‬
COU_ZOOM_INVALID_2,‫‬
DUMMY,‫‬
GUIDE_BUTTON,‫لمس دکمه ای که می خواهید استفاده کنید‬
GUIDE_CENTER,‫لمس نقطه برای مرکزیابی‬
GUIDE_CHANGEFOCUS,‫تغییر موقعیت تمرکز توسط لمس‬
GUIDE_CHOOSEFOCUS,‫انتخاب موقعیت تمرکز توسط لمس‬
GUIDE_DEMO_BACKLIGHT,‫نور پس زمینه تشخیص داده شد‬
GUIDE_DEMO_BACKLIGHTPORTRAIT,‫نور پس زمینه و شخص تشخیص داده شد‬
GUIDE_DEMO_LANDSCAPE,‫منظره تشخیص داده شد‬
GUIDE_DEMO_MACRO,‫سوژه بسیار نزدیک تشخیص داده شد‬
GUIDE_DEMO_PORTRAIT,‫شخص تشخیص داده شد‬
GUIDE_DEMO_TRIPOD,‫تاریک و روشن و سه پایه تشخیص داده شد‬
GUIDE_DEMO_TWILIGHT,‫تاریک و روشن تشخیص داده شد‬
GUIDE_DEMO_TWILIGHTPORTRAIT,‫تاریک و روشن و شخص تشخیص داده شد‬
GUIDE_EFFECTLEVEL,‫انتخاب درجه جلوه‬
GUIDE_EXIT_TOUCH,‫هنگامی که LCD لمس شود خارج می شود‬
GUIDE_LIGHTBEAM_LEVEL,‫انتخاب درجه اشعه نور‬
GUIDE_RANGE,‫انتخاب محدوده جلوه‬
GUIDE_RESIZE,‫تغییر اندازه کامل می شود‬
GUIDE_RETOUCH_COMPLETE,‫روتوش کردن کامل می شود‬
GUIDE_RETRO_LIGHT,‫انتخاب محدوده روشنائی‬
GUIDE_ROTATEIMG,‫لمس تصویری که چرخانده می شود‬
GUIDE_SAVESIZE,‫انتخاب اندازه برای ذخیره کردن‬
GUIDE_SELECTFACE,‫انتخاب چهره توسط لمس‬
GUIDE_SELECTFAV,‫ پرونده برگزیده را انتخاب کنید‬
GUIDE_SMILEDEMO_START,‫انتخاب علامت نشانه لبخند برای شروع‬
GUIDE_SMILESHUTTER_EXIT,‫انتخاب علامت نشانه لبخند برای خروج‬
GUIDE_STARTIMG,‫لمس تصویر شروع نمایش اسلاید‬
GUIDE_TOUCHFAV,‫پرونده برگزیده را لمس کنید‬
GUIDE_TOUCHIMG,‫لمس تصویر‬
GUIDE_ZOOMIN_TOUCH,‫لمس نقطه برای بزرگنمائی در آن‬
GUIDE_ZOOMIN_TOUCHED,‫روی موقعیت لمس شده تمرکز می کند‬
HOME,‫HOME‬
HOME_CAM,‫تصویربرداری‬
HOME_CAM_GUIDE2,‫گرفتن عکس ها یا فیلم ها‬
HOME_CAM_GUIDE2_2,‫‬
HOME_COMMUNICATION,‫ارتباط‬
HOME_ETC_BGMTOOL,‫ابزار موسیقی‬
HOME_ETC_BGMTOOL_GUIDE2,‫مدیریت موسیقی نمایش اسلاید‬
HOME_ETC_BGMTOOL_GUIDE2_2,‫‬
HOME_ETC_PRINT_GUIDE2,‫چاپ کردن تصاویر‬
HOME_ETC_PRINT_GUIDE2_2,‫‬
HOME_MEMORY,‫مدیریت حافظه‬
HOME_MEMORY_GUIDE2,‫مدیریت واسطه ضبط‬
HOME_MEMORY_GUIDE2_2,‫‬
HOME_MEMORY_INTERNALMEMORYTOOL,‫ابزار حافظه داخلی‬
HOME_MEMORY_MEMORYSTICKTOOL,‫ابزار Memory Stick‬
HOME_MEMORY_MEMORYTOOL,‫ابزار حافظه‬
HOME_NETWORK,‫شبکه‬
HOME_NETWORK_GUIDE,‫اتصال به شبکه‬
HOME_NETWORK_GUIDE_2,‫‬
HOME_PLAY,‫مشاهده تصاویر‬
HOME_PLAY1,‫مشاهده تصاویر 1‬
HOME_PLAY2,‫مشاهده تصاویر 2‬
HOME_PLAY_INDEX_GUIDE2,‫نمایش تصاویر چندگانه‬
HOME_PLAY_INDEX_GUIDE2_2,‫‬
HOME_PLAY_NORMAL_GUIDE2,‫مشاهده یک تصویر‬
HOME_PLAY_NORMAL_GUIDE2_2,‫منفرد‬
HOME_PLAY_SLIDESHOW_GUIDE2,‫پخش خودکار با موسیقی و جلوه ها‬
HOME_PLAY_SLIDESHOW_GUIDE2_2,‫‬
HOME_PRINT,‫چاپ‬
HOME_SCENESELECTION,‫انتخاب صحنه‬
HOME_SCRAPBOOK,‫مجموعه‬
HOME_SCRAPBOOK_GUIDE,‫ایجاد مجموعه به طور خودکار‬
HOME_SCRAPBOOK_GUIDE_2,‫‬
HOME_SETTINGS,‫تنظیمات‬
HOME_SET_CAM,‫تنظیمات تصویربرداری‬
HOME_SET_CAM_GUIDE2,‫تنظیم نمودن تنظیمات تصویربرداری‬
HOME_SET_CAM_GUIDE2_2,‫‬
HOME_SET_CLOCK,‫تنظیمات ساعت‬
HOME_SET_CLOCK_GUIDE2,‫تنظیم نمودن تاریخ و زمان‬
HOME_SET_CLOCK_GUIDE2_2,‫‬
HOME_SET_LANGUAGE,‫Language Setting‬
HOME_SET_LANGUAGE_CHANGE_GUIDE,‫Change Language‬
HOME_SET_LANGUAGE_CHANGE_GUIDE_2,‫‬
HOME_SET_LANGUAGE_GUIDE2,‫Change Language‬
HOME_SET_LANGUAGE_GUIDE2_2,‫‬
HOME_SET_MAIN,‫تنظیمات اصلی‬
HOME_SET_MAIN_GUIDE2,‫تنظیم نمودن تنظیمات اصلی‬
HOME_SET_MAIN_GUIDE2_2,‫‬
HOME_SLIDESHOW,‫نمایش اسلاید‬
HOME_VIEW_DATE,‫مشاهده تاریخ‬
HOME_VIEW_DATE_GUIDE2,‫نمایش تصاویر بر حسب‬
HOME_VIEW_DATE_GUIDE2_2,‫تاریخ گرفته شدن‬
HOME_VIEW_EVENT,‫مشاهده رویداد‬
HOME_VIEW_EVENT_GUIDE,‫مرتب نمودن خودکار تصاویر‬
HOME_VIEW_EVENT_GUIDE_2,‫ در داخل گروه هائی برای نمایش‬
HOME_VIEW_FAV,‫برگزیده ها‬
HOME_VIEW_FAV_GUIDE2,‫نمایش تصاویر در برگزیده ها‬
HOME_VIEW_FAV_GUIDE2_2,‫‬
HOME_VIEW_FOLDER,‫مشاهده پرونده‬
HOME_VIEW_FOLDER_GUIDE2,‫نمایش تصاویر در پرونده DCF‬
HOME_VIEW_FOLDER_GUIDE2_2,‫‬
KEY_FLASH_AUTO_GUIDE,‫فلاش  خودکار‬
KEY_FLASH_AUTO_GUIDE_2,‫استفاده خودکار از فلاش‬
KEY_FLASH_OFF,‫فلاش خاموش‬
KEY_FLASH_OFF_GUIDE,‫فلاش خاموش‬
KEY_FLASH_OFF_GUIDE_2,‫بدون فلاش‬
KEY_FLASH_ON,‫فلاش روشن‬
KEY_FLASH_ON_GUIDE,‫فلاش روشن‬
KEY_FLASH_ON_GUIDE_2,‫استفاده همیشگی از  فلاش‬
KEY_FLASH_SYNCHRO_GUIDE,‫موضوعات و پس زمینه های دور‬
KEY_FLASH_SYNCHRO_GUIDE_2,‫را روشن نگاه می دارد‬
KEY_MACRO_AUTO_GUIDE,‫تمرکز خودکار از کلوزآپ تا‬
KEY_MACRO_AUTO_GUIDE_2,‫بی نهایت‬
KEY_MACRO_NEAR,‫ماکرو روشن‬
KEY_MACRO_NEAR_GUIDE,‫تمرکز با اولویت روی‬
KEY_MACRO_NEAR_GUIDE_2,‫سوژه های بسیار نزدیک‬
KEY_MAGNIFY_ON,‫تمرکز نزدیک فعال شده‬
KEY_MAGNIFY_ON_GUIDE,‫تمرکز نزدیک فعال شده‬
KEY_MAGNIFY_ON_GUIDE_2,‫برای کلوزآپ های خیلی نزدیک‬
KEY_SELFTIMER_10_GUIDE,‫گرفتن تصویر 10 ثانیه پس از‬
KEY_SELFTIMER_10_GUIDE_2,‫آن که دکمه دیافراگم  فشرده می شود‬
KEY_SELFTIMER_2_GUIDE,‫گرفتن تصویر 2 ثانیه پس از‬
KEY_SELFTIMER_2_GUIDE_2,‫آن که دکمه دیافراگم  فشرده می شود‬
KEY_SELFTIMER_OFF_GUIDE,‫تایمر خودکار خاموش‬
KEY_SELFTIMER_OFF_GUIDE_2,‫‬
MSG_ACCESSING,‫دسترسی…‬
MSG_AVI_MAKING,‫در‌حال‌ايجاد‌فايل‌مديريت‬
MSG_CAPTURING,‫در حال گرفتن…‬
MSG_CLOSEEYE_DETECT,‫چشم بسته شده تشخیص داده شد‬
MSG_CONFIRM_UPDATE,‫انتخاب OK برای به روز کردن‬
MSG_CONFIRM_UPDATE_2,‫‬
MSG_CONNECTING,‫در حال وصل شدن…‬
MSG_CONNECTING_MASSSTORAGE,‫در حال اتصال در Mass Storage…‬
MSG_CONNECTING_MASSSTORAGE_2,‫‬
MSG_CONNECTING_NETWORK,‫در حال اتصال به شبکه…‬
MSG_CONNECTING_PICTBRIDGE,‫اتصال به دستگاه Pict Bridge…‬
MSG_CONNECTING_PICTBRIDGE_2,‫‬
MSG_CONNECTING_PTPMTP,‫وصل شدن به‬
MSG_CONNECTING_PTPMTP_2,‫PTP/MTP…‬
MSG_CONNECT_PC,‫وصل کامپیوتر‬
MSG_CONNECT_PC_2,‫‬
MSG_CONNECT_PICTBRIDGE,‫به وسیله PictBridge متصل کنید‬
MSG_CONNECT_PICTBRIDGE_2,‫‬
MSG_COPY,‫تمام داده ها در حافظه‬
MSG_COPYING,‫کپی کردن…‬
MSG_COPYING_2,‫‬
MSG_COPY_2,‫داخلی کپی می شود‬
MSG_CREATING_RECFOLDER,‫در حال ایجاد پرونده ضبط‬
MSG_CURRENTVERSION,‫نسخه جاری‬
MSG_ENTRY_OVER,‫از حداکثر تعداد تصاویر‬
MSG_ENTRY_OVER_2,‫فراتر رفته است‬
MSG_EXITTING_NETWORK,‫در حال بستن شبکه…‬
MSG_FORMATTING_BGM,‫فرمت کردن موزیک…‬
MSG_FORMATTING_BGM_2,‫‬
MSG_FORMATTING_INTERNALMEMORY,‫درحال فرمت کردن حافظه داخلی…‬
MSG_FORMATTING_INTERNALMEMORY_2,‫‬
MSG_FORMATTING_MS,‫فرمت کردن Memory Stick…‬
MSG_FORMATTING_MS_2,‫‬
MSG_FORMAT_BGM,‫تمام فایل های موسیقی حذف خواهند شد‬
MSG_FORMAT_BGM_2,‫‬
MSG_FORMAT_INTERNALMEMORY,‫تمام داده ها در حافظه داخلی پاک‬
MSG_FORMAT_INTERNALMEMORY_2,‫می شود‬
MSG_FORMAT_MS,‫تمام داده ها در Memory Stick‬
MSG_FORMAT_MS_2,‫پاک می شود‬
MSG_FORWARDING,‫انتقال داده ها…‬
MSG_HOUSING,‫ عملکرد تغییر می کند‬
MSG_INITIALIZE_ALLSETTINGS,‫بازنشانی به تنظیمات پیش فرض‬
MSG_INITIALIZE_ALLSETTINGS_2,‫‬
MSG_NEWVERSION,‫نسخه جدید‬
MSG_NOTTURNOFF,‫خاموش نکنید‬
MSG_PASSLOCK_PASS_CANCEL,‫تنظیم رمز عبور لغو شده است‬
MSG_PASSLOCK_PASS_CANCEL_2,‫‬
MSG_PASSLOCK_PASS_RESET,‫رمز عبور بازنشانی شده است‬
MSG_PASSLOCK_PASS_RESET_2,‫‬
MSG_PASSLOCK_PASS_RESET_MODE,‫وضعیت بازنشانی رمز عبور‬
MSG_PASSLOCK_PASS_RESET_MODE_2,‫‬
MSG_PASSLOCK_PASS_SET,‫رمز عبور تعیین شده است‬
MSG_PASSLOCK_PASS_SET_2,‫‬
MSG_PRINTING,‫چاپ کردن…‬
MSG_PROCESSING,‫در حال پردازش…‬
MSG_RECORDING,‫در حال ضبط کردن…‬
MSG_RECORD_MS,‫ضبط بر روی Memory Stick‬
MSG_RECOVER,‫داده ها را بازیابی کنید‬
MSG_RECOVERINGFILE,‫در حال بازیابی فایل مدیریت تصویر…‬
MSG_RECOVERINGFILE_2,‫‬
MSG_RECOVER_2,‫‬
MSG_SEE_SOFTWAREUPDATE_INST,‫«دستورالعمل به روزکردن نرم‬
MSG_SEE_SOFTWAREUPDATE_INST_2,‫افزار» را ملاحظه کنید‬
MSG_SMILEDEMO_GUIDE,‫لبخند به طور خودکار شکار خواهد شد‬
MSG_SMILEDEMO_PROCESSING,‫دیافراگم لبخند در نمایش‬
MSG_SMILESHUTTER_PROCESSING,‫در حال تشخیص لبخند‬
MSG_SMILE_END1,‫تعداد عکس ها‬
MSG_SOFTWAREUPDATE,‫به روز کردن نرم افزار‬
MSG_SOFTWAREUPDATE_2,‫‬
MSG_STARTING_NETWORK,‫در حال شروع شبکه…‬
MSG_START_BROWSER,‫در حال شروع مرورگر شبکه اینترنت…‬
MSG_TOUCH_X_CENTER,‫مرکز علامت "×" را لمس کنید‬
MSG_TVOUT,‫خروجی تلویزیون در حال اجرا…‬
MSG_USBMENU,‫سوئیچ کردن روی[MENU]‬
PASSLOCK_PASS_CLEAR,‫کد بازنشانی را وارد کنید‬
PASSLOCK_PASS_INPUT,‫رمز عبور را وارد کنید‬
PASSLOCK_PASS_REINPUT,‫رمز عبور را دوباره وارد کنید‬
PASSLOCK_PASS_SET,‫تعیین رمز عبور‬
PBMENU_ALBUM_GUIDE,‫بازگشت به آلبوم‬
PBMENU_ALBUM_GUIDE_2,‫‬
PBMENU_BACKGROUND,‫پس زمینه‬
PBMENU_BLOG_GUIDE,‫کاهش اندازه تصویر و ذخیره‬
PBMENU_BLOG_GUIDE_2,‫به عنوان یک تصویر جدید‬
PBMENU_DATEALL,‫همه تصاویر در محدوده تاریخ‬
PBMENU_DATEALL_CLEAR,‫حذف همه در محدوده تاریخ‬
PBMENU_DATEALL_ENTRY,‫اضافه کردن همه در محدوده تاریخ‬
PBMENU_DATEALL_SET,‫تعیین همه در محدوده تاریخ‬
PBMENU_DATELIST,‫لیست تاریخ‬
PBMENU_DATELIST_GUIDE,‫انتخاب یک تاریخ برای مشاهده‬
PBMENU_DATELIST_GUIDE_2,‫‬
PBMENU_DELETE,‫حذف‬
PBMENU_DELETE_ALL_GUIDE,‫حذف تمام تصاویر‬
PBMENU_DELETE_ALL_GUIDE_2,‫در این پرونده‬
PBMENU_DELETE_DATEALL_GUIDE,‫حذف همه تصاویر در‬
PBMENU_DELETE_DATEALL_GUIDE_2,‫این محدوده تاریخ‬
PBMENU_DELETE_EVENTALL_GUIDE,‫حذف همه تصاویر در این رویداد‬
PBMENU_DELETE_EVENTALL_GUIDE_2,‫‬
PBMENU_DELETE_SELECT_GUIDE,‫حذف تصاویر انتخاب شده چندگانه‬
PBMENU_DELETE_SELECT_GUIDE_2,‫‬
PBMENU_DELETE_SINGLE_GUIDE,‫پاک کردن عکس‬
PBMENU_DELETE_SINGLE_GUIDE_2,‫‬
PBMENU_DPOF,‫DPOF‬
PBMENU_DPOF_ALL_CLEAR_GUIDE,‫پاک کردن علائم سفارش چاپ برای‬
PBMENU_DPOF_ALL_CLEAR_GUIDE_2,‫همه تصاویر در این پرونده‬
PBMENU_DPOF_ALL_SET_GUIDE,‫اضافه کردن علائم سفارش چاپ برای‬
PBMENU_DPOF_ALL_SET_GUIDE_2,‫همه تصاویر در این پرونده‬
PBMENU_DPOF_DATEALL_CLEAR_GUIDE,‫پاک کردن علائم سفارش چاپ روی‬
PBMENU_DPOF_DATEALL_CLEAR_GUIDE_2,‫همه تصاویر در این محدوده تاریخ‬
PBMENU_DPOF_DATEALL_SET_GUIDE,‫اضافه کردن علائم سفارش چاپ برای‬
PBMENU_DPOF_DATEALL_SET_GUIDE_2,‫همه تصاویر در این محدوده تاریخ‬
PBMENU_DPOF_EVENTALL_CLEAR_GUIDE,‫پاک کردن علامت های سفارش چاپ‬
PBMENU_DPOF_EVENTALL_CLEAR_GUIDE_2,‫روی همه تصاویر در این رویداد‬
PBMENU_DPOF_EVENTALL_SET_GUIDE,‫اضافه کردن علامت های سفارش‬
PBMENU_DPOF_EVENTALL_SET_GUIDE_2,‫چاپ روی همه تصاویر در این رویداد‬
PBMENU_DPOF_FAVALL_CLEAR_GUIDE,‫پاک کردن علائم سفارش چاپ روی‬
PBMENU_DPOF_FAVALL_CLEAR_GUIDE_2,‫همه تصاویر در این گروه‬
PBMENU_DPOF_FAVALL_SET_GUIDE,‫اضافه کردن علائم سفارش چاپ روی‬
PBMENU_DPOF_FAVALL_SET_GUIDE_2,‫همه تصاویر در این گروه‬
PBMENU_DPOF_SELECT_GUIDE,‫روشن/خاموش علائم سفارش چاپ‬
PBMENU_DPOF_SELECT_GUIDE_2,‫روی تصاویر انتخاب شده چندگانه‬
PBMENU_DPOF_SINGLE_GUIDE,‫روشن/خاموش کردن علائم سفارش‬
PBMENU_DPOF_SINGLE_GUIDE_2,‫چاپ روی تصویر انتخاب شده‬
PBMENU_EDIT,‫رتوش‬
PBMENU_EDIT_BLOG_EMAIL,‫بلاگ /ایمیل‬
PBMENU_EDIT_BW,‫رنگ نسبی‬
PBMENU_EDIT_BW_GUIDE,‫در بر گرفتن یک نقطه انتخاب شده‬
PBMENU_EDIT_BW_GUIDE_2,‫به صورت تک رنگ‬
PBMENU_EDIT_CROSS,‫فیلتر متقاطع‬
PBMENU_EDIT_CROSS_GUIDE,‫اضافه کردن یک جلوه درخشش نور‬
PBMENU_EDIT_CROSS_GUIDE_2,‫برای روشن کردن نقاط در تصویر‬
PBMENU_EDIT_FISHEYE,‫لنز زاویه باز‬
PBMENU_EDIT_FISHEYE_GUIDE,‫دادن جلوه زاویه باز‬
PBMENU_EDIT_FISHEYE_GUIDE_2,‫پیرامون یک نقطه انتخاب شده‬
PBMENU_EDIT_HDTV,‫HDTV‬
PBMENU_EDIT_RADIATION,‫تاری شعاعی‬
PBMENU_EDIT_RADIATION_GUIDE,‫ایجاد تاری شعاعی  پیرامون‬
PBMENU_EDIT_RADIATION_GUIDE_2,‫یک نقطه انتخاب شده روی تصویر‬
PBMENU_EDIT_REDEYE,‫تصحیح قرمزی چشم‬
PBMENU_EDIT_REDEYE_GUIDE,‫قرمزی  چشم ناشی از‬
PBMENU_EDIT_REDEYE_GUIDE_2,‫فلاش را حذف می کند‬
PBMENU_EDIT_RETRO2,‫جلوه تمرکز ملایم‬
PBMENU_EDIT_RETRO2_GUIDE,‫تار و کم نورکردن محیط پیرامون‬
PBMENU_EDIT_RETRO2_GUIDE_2,‫برای یک جلوه نوستالژیک‬
PBMENU_EDIT_SHARPFOUCS,‫پوشاندن غیر واضح‬
PBMENU_EDIT_SHARPFOUCS_GUIDE,‫تصویر را در پیرامون یک نقطه‬
PBMENU_EDIT_SHARPFOUCS_GUIDE_2,‫انتخابی واضح می کند‬
PBMENU_EDIT_SMILE,‫لبخندها‬
PBMENU_EDIT_SMILE_GUIDE,‫تعدیل چهره های افراد‬
PBMENU_EDIT_SMILE_GUIDE_2,‫برای خندان به نظر رسیدن‬
PBMENU_EDIT_SOFTFOUCS,‫تمرکز ملایم‬
PBMENU_EDIT_SOFTFOUCS_GUIDE,‫تار کردن محیط پیرامون‬
PBMENU_EDIT_SOFTFOUCS_GUIDE_2,‫یک نقطه انتخاب شده‬
PBMENU_EDIT_TRIMMING,‫برش دادن‬
PBMENU_EDIT_TRIMMING_GUIDE,‫برش تصاویر برای برداشتن‬
PBMENU_EDIT_TRIMMING_GUIDE_2,‫قسمت های ناخواسته‬
PBMENU_EVENTALL,‫همه در رویداد‬
PBMENU_EVENTALL_CLEAR,‫حذف همه تصاویر در این رویداد‬
PBMENU_EVENTALL_ENTRY,‫اضافه کردن همه در رویداد‬
PBMENU_EVENTALL_SET,‫تعیین همه تصاویر در این رویداد‬
PBMENU_EVENTLIST,‫فهرست رویداد‬
PBMENU_EVENTLIST_GUIDE,‫انتخاب یک رویداد برای مشاهده‬
PBMENU_EVENTLIST_GUIDE_2,‫‬
PBMENU_FAV,‫برگزیده ها‬
PBMENU_FAV1,‫برگزیده های 1‬
PBMENU_FAV2,‫برگزیده های 2‬
PBMENU_FAV3,‫برگزیده های 3‬
PBMENU_FAV4,‫برگزیده های 4‬
PBMENU_FAV5,‫برگزیده های 5‬
PBMENU_FAV6,‫برگزیده های 6‬
PBMENU_FAVALL,‫همه در برگزیده ها‬
PBMENU_FAVALL_CLEAR,‫حذف همه در برگزیده ها‬
PBMENU_FAVALL_ENTRY,‫اضافه کردن همه در برگزیده ها‬
PBMENU_FAVALL_SET,‫تعیین همه در این گروه‬
PBMENU_FAV_ALL_CLEAR_GUIDE,‫حذف همه تصاویر از‬
PBMENU_FAV_ALL_CLEAR_GUIDE_2,‫ برگزیده ها‬
PBMENU_FAV_CLEAR,‫حذف برگزیده ها‬
PBMENU_FAV_CLEAR_DATEALL_GUIDE,‫حذف همه تصاویر در این‬
PBMENU_FAV_CLEAR_DATEALL_GUIDE_2,‫محدوده تاریخ از برگزیده ها‬
PBMENU_FAV_CLEAR_EVENTALL_GUIDE,‫حذف همه تصاویر در این رویداد‬
PBMENU_FAV_CLEAR_EVENTALL_GUIDE_2,‫از برگزیده ها‬
PBMENU_FAV_ENTRY,‫اضافه کردن به برگزیده ها‬
PBMENU_FAV_ENTRY_DATEALL_GUIDE,‫اضافه کردن همه تصاویر در این‬
PBMENU_FAV_ENTRY_DATEALL_GUIDE_2,‫محدوده تاریخ به برگزیده ها‬
PBMENU_FAV_ENTRY_EVENTALL_GUIDE,‫اضافه کردن همه تصاویر در این‬
PBMENU_FAV_ENTRY_EVENTALL_GUIDE_2,‫رویداد به برگزیده ها‬
PBMENU_FAV_SELECT_GUIDE,‫اضافه/حذف تصاویر انتخاب شده‬
PBMENU_FAV_SELECT_GUIDE_2,‫به/از برگزیده ها‬
PBMENU_FAV_SET,‫اضافه/حذف برگزیده ها‬
PBMENU_FAV_SINGLE_GUIDE,‫اضافه/حذف این تصویر به/‬
PBMENU_FAV_SINGLE_GUIDE_2,‫از برگزیده ها‬
PBMENU_FOLDERALL,‫همه در این پرونده‬
PBMENU_FOLDERALL_CLEAR,‫حذف کردن همه در این پرونده‬
PBMENU_FOLDERALL_ENTRY,‫اضافه کردن همه در پرونده‬
PBMENU_FOLDERALL_SET,‫تعیین همه در این پرونده‬
PBMENU_FOLDERJUMP,‫انتخاب پرونده‬
PBMENU_FRAME,‫كادر‬
PBMENU_HDTV_GUIDE,‫چیدن تصویر به اندازه 16:9‬
PBMENU_HDTV_GUIDE_2,‫و ذخیره به عنوان یک تصویر جدید‬
PBMENU_IMAGESAVE,‫ذخیره به عنوان یک تصویر‬
PBMENU_MULTIPLEIMAGES,‫تصاویر چندگانه‬
PBMENU_MULTIPLEPAGESAVE,‫انتخاب صفحات و ذخیره‬
PBMENU_MULTIRESIZE,‫تغییر اندازه چندگانه‬
PBMENU_PAGESAVE,‫ذخیره این صفحه‬
PBMENU_PAINT,‫رنگ‬
PBMENU_PAINT_GUIDE,‫اضافه کردن رنگ، مهر یا چهارچوب‬
PBMENU_PAINT_GUIDE_2,‫به تصویر‬
PBMENU_PBFOLDER_GUIDE,‫انتخاب یک پرونده برای پخش‬
PBMENU_PBFOLDER_GUIDE_2,‫‬
PBMENU_PRINT_ALL_GUIDE,‫چاپ همه تصاویر در پرونده‬
